"rest_id","phrase","pro_con","aspect_type","score"
98,"Sides were also amazing","+","U",9
98,"The service is friendly, prompt and somewhat quirky","+","U",1
98,"The waitress was nice about splitting our checks","+","U",5
98,"This place is a great date","+","U",7
98,"Zuni roll is amazing and one of the more reasonably sized sandwiches","+","U",10
99,"Chips were n't crunchy","+","U",1
99,"Food was pretty terrible","+","U",9
99,"Ice cream was rich and smooth","+","U",8
99,"Indoor bar upstairs is open it's often empty","+","U",1
99,"Our waitress was super quick","+","U",6
99,"Ranging around $ 7-10","+","U",5
99,"Refreshing twist on the traditional lime rickey was pretty decent","+","U",1
99,"Server was nice but somewhat slow","+","U",7
99,"The menu was the cornbread -- that was delicious, buttery with chunks of corn and jalapenos inside","+","U",10
99,"The service was rude to begin","+","U",1
99,"Wang ordered a jalapeno clam chowder and jalapeno-fried chicken","+","U",1
